index,Biomass,Substrate,Acetate,DOTm,Product,Volume,Feed
28/06/2021 09:41:57,,,,,,0.01,0.0
28/06/2021 09:51:16,,,,99.31576968440768,,,0.0
28/06/2021 09:52:27,,,,99.58348285816696,,,0.0
28/06/2021 09:53:38,,,,99.71316891886654,,,0.0
28/06/2021 09:54:49,,,,99.17031106833592,,,0.0
28/06/2021 09:55:59,,,,99.77003528247914,,,0.0
28/06/2021 09:57:10,,,,99.14645044902839,,,0.0
28/06/2021 09:58:21,,,,99.5064954519607,,,0.0
28/06/2021 09:59:32,,,,98.22866799295721,,,0.0
28/06/2021 10:00:04,,,,,,0.009784902777777778,0.0
28/06/2021 10:00:05,0.1468522562241366,3.9866064807130397,0.005091005766889257,,0.028080968072064554,,0.0
28/06/2021 10:00:43,,,,97.5603558124649,,,0.0
28/06/2021 10:01:53,,,,97.34549032097593,,,0.0
28/06/2021 10:02:43,,,,,,0.009897694444444445,0.0
28/06/2021 10:03:04,,,,99.3825914527552,,,0.0
28/06/2021 10:04:15,,,,99.7511330915805,,,0.0
28/06/2021 10:05:26,,,,98.80691670619902,,,0.0
28/06/2021 10:06:37,,,,99.02223582630474,,,0.0
28/06/2021 10:07:48,,,,98.22753082580046,,,0.0
28/06/2021 10:08:58,,,,98.62561867896859,,,0.0
28/06/2021 10:10:09,,,,99.15161756280689,,,0.0
28/06/2021 10:11:20,,,,98.56171755107896,,,0.0
28/06/2021 10:12:31,,,,98.68328539450407,,,0.0
28/06/2021 10:13:42,,,,99.6386863029901,,,0.0
28/06/2021 10:14:53,,,,98.17378757928623,,,0.0
28/06/2021 10:16:04,,,,98.54564723356296,,,0.0
28/06/2021 10:16:12,,,,,,0.009686458333333333,0.0
28/06/2021 10:17:15,,,,98.01118786257997,,,0.0
28/06/2021 10:18:25,,,,99.28525965782059,,,0.0
28/06/2021 10:18:58,,,,,,0.009799152777777778,0.0
28/06/2021 10:19:36,,,,97.75274254298714,,,0.0
28/06/2021 10:20:47,,,,99.49845534025907,,,0.0
28/06/2021 10:21:58,,,,96.82537986388812,,,0.0
28/06/2021 10:23:09,,,,98.09423926043337,,,0.0
28/06/2021 10:24:20,,,,97.27180896307458,,,0.0
28/06/2021 10:25:30,,,,98.70380344944974,,,0.0
28/06/2021 10:26:41,,,,98.09555079533476,,,0.0
28/06/2021 10:27:52,,,,97.0879257589309,,,0.0
28/06/2021 10:28:50,,,,,,0.009905930555555557,0.0
28/06/2021 10:29:03,,,,96.3485291862137,,,0.0
28/06/2021 10:30:14,,,,97.27198992698558,,,0.0
28/06/2021 10:31:25,,,,99.00287204375708,,,0.0
28/06/2021 10:32:35,,,,97.32133380283558,,,0.0
28/06/2021 10:33:46,,,,97.2141771315019,,,0.0
28/06/2021 10:34:57,,,,96.68416583134373,,,0.0
28/06/2021 10:36:08,,,,96.25851052450011,,,0.0
28/06/2021 10:37:19,,,,97.92297555370169,,,0.0
28/06/2021 10:38:30,,,,96.49059931139644,,,0.0
28/06/2021 10:39:30,,,,,,0.009940613180555556,0.0
28/06/2021 10:39:40,,,,96.24574766278197,,,0.0
28/06/2021 10:40:51,,,,98.87955446901739,,,0.0
28/06/2021 10:42:02,,,,96.94538619685979,,,0.0
28/06/2021 10:43:13,,,,95.88233558275796,,,0.0
28/06/2021 10:44:24,,,,98.15345762621179,,,0.0
28/06/2021 10:45:35,,,,97.4511337862406,,,0.0
28/06/2021 10:46:46,,,,96.50002831770806,,,0.0
28/06/2021 10:47:56,,,,98.38344086101382,,,0.0
28/06/2021 10:49:07,,,,96.58209683522489,,,0.0
28/06/2021 10:50:18,,,,95.4999730413766,,,0.0
28/06/2021 10:51:29,,,,96.55593411551394,,,0.0
28/06/2021 10:52:40,,,,96.39837988804749,,,0.0
28/06/2021 10:53:51,,,,96.49493184028145,,,0.0
28/06/2021 10:55:02,,,,95.9859859060613,,,0.0
28/06/2021 10:56:12,,,,96.5548581892909,,,0.0
28/06/2021 10:57:23,,,,97.27087082008966,,,0.0
28/06/2021 10:58:34,,,,97.26549303177804,,,0.0
28/06/2021 10:59:45,,,,95.57159732405542,,,0.0
28/06/2021 11:00:56,,,,95.72840245934019,,,0.0
28/06/2021 11:02:07,,,,95.89215096569167,,,0.0
28/06/2021 11:03:17,,,,94.83988248504676,,,0.0
28/06/2021 11:04:28,,,,94.77494375464718,,,0.0
28/06/2021 11:05:09,,,,,,0.009931672166666667,0.0
28/06/2021 11:05:39,,,,95.94232747050626,,,0.0
28/06/2021 11:06:49,,,,97.2242828116605,,,0.0
28/06/2021 11:08:00,,,,96.20584692715686,,,0.0
28/06/2021 11:09:11,,,,96.22181516223115,,,0.0
28/06/2021 11:10:22,,,,96.14927254234809,,,0.0
28/06/2021 11:11:33,,,,96.5427842341494,,,0.0
28/06/2021 11:12:44,,,,94.22574044179949,,,0.0
28/06/2021 11:13:54,,,,94.60052177013692,,,0.0
28/06/2021 11:15:05,,,,96.88164191987765,,,0.0
28/06/2021 11:16:16,,,,96.66145266623195,,,0.0
28/06/2021 11:17:27,,,,96.5464832319053,,,0.0
