,Biomass,Substrate,Acetate,DOTm,Product,Volume,Feed
0.0,,,,,,0.01,0.0
0.11583333333333333,,,,92.86905367017404,,,0.0
0.13555555555555557,,,,92.77411359070977,,,0.0
0.15527777777777776,,,,94.61191379346222,,,0.0
0.175,,,,92.72788396686538,,,0.0
0.1947222222222222,,,,93.39815503336268,,,0.0
0.21444444444444444,,,,93.11862597254274,,,0.0
0.2338888888888889,,,,94.42555261348224,,,0.0
0.2536111111111111,,,,91.50009799087623,,,0.0
0.2733333333333333,,,,93.74406498235221,,,0.0
0.29305555555555557,,,,92.93256685549808,,,0.0
0.30194444444444446,,,,,,0.00998490277777778,0.0
0.3022222222222222,0.39106189038125166,3.9239083216889177,0.004652472701800237,,0.02361466432091449,,0.0
0.31277777777777777,,,,91.50187678171748,,,0.0
0.3322222222222222,,,,91.80929717458086,,,0.0
0.3461111111111111,,,,,,0.009782694444444448,0.0
0.35194444444444445,,,,91.07936194073143,,,0.0
0.37166666666666665,,,,90.73377156625831,,,0.0
0.3913888888888889,,,,91.62192254901564,,,0.0
0.4111111111111111,,,,91.7113291682671,,,0.0
0.43083333333333335,,,,91.03110618268342,,,0.0
0.4502777777777778,,,,89.96608361249075,,,0.0
0.47,,,,89.85940513545587,,,0.0
0.4897222222222222,,,,89.06919546055508,,,0.0
0.5094444444444445,,,,90.79193455248557,,,0.0
0.5291666666666667,,,,89.30634707756022,,,0.0
0.5488888888888889,,,,88.49416744828716,,,0.0
0.5686111111111111,,,,88.83290026359289,,,0.0
0.5708333333333333,,,,,,0.009886458333333337,0.0
0.5883333333333334,,,,87.79678416621309,,,0.0
0.6077777777777778,,,,89.20123956869844,,,0.0
0.6169444444444444,,,,,,0.00968415277777778,0.0
0.6275,,,,87.81854297314109,,,0.0
0.6472222222222223,,,,89.17635619449831,,,0.0
0.6669444444444445,,,,87.7442179217708,,,0.0
0.6866666666666666,,,,89.44559789766032,,,0.0
0.7063888888888888,,,,89.15133055618298,,,0.0
0.7258333333333333,,,,87.16379649276601,,,0.0
0.7455555555555555,,,,86.28016288105636,,,0.0
0.7652777777777777,,,,87.4631766231348,,,0.0
0.7813888888888889,,,,,,0.009790930555555558,0.0
0.785,,,,86.59559657118223,,,0.0
0.8047222222222222,,,,86.36410656778436,,,0.0
0.8244444444444444,,,,86.42577750662862,,,0.0
0.8438888888888889,,,,84.76922484053378,,,0.0
0.8636111111111111,,,,86.40610183023517,,,0.0
0.8833333333333333,,,,85.47310044500225,,,0.0
0.9030555555555555,,,,85.30088746019896,,,0.0
0.9227777777777778,,,,83.50992071143511,,,0.0
0.9425,,,,83.99726641236336,,,0.0
0.9591666666666666,,,,,,0.009897041666666677,0.0
0.9619444444444445,,,,84.13698130372191,,,0.0
0.9816666666666667,,,,82.38605995632692,,,0.0
1.0013888888888889,,,,84.90946559597118,,,0.0
1.021111111111111,,,,81.96300564247585,,,0.0
1.0408333333333333,,,,83.19894427505855,,,0.0
1.0605555555555555,,,,83.73680491118614,,,0.0
1.0802777777777777,,,,80.58366185910204,,,0.0
1.0997222222222223,,,,80.48592059565111,,,0.0
1.1194444444444445,,,,80.77422284478966,,,0.0
1.1391666666666667,,,,80.70384785412132,,,0.0
1.1588888888888889,,,,81.10455472573383,,,0.0
1.178611111111111,,,,79.35507589610755,,,0.0
1.1983333333333333,,,,81.07251035263619,,,0.0
1.2180555555555554,,,,77.97147624933118,,,0.0
1.2375,,,,79.04408434579285,,,0.0
1.2572222222222222,,,,78.89231602161904,,,0.0
1.2769444444444444,,,,78.13488947333697,,,0.0
1.2966666666666666,,,,77.58173757786065,,,0.0
