,Biomass,Substrate,Acetate,DOTm,Product,Volume,Feed
0.0,,,,,,0.01,0.0
0.175,,,,95.84006243021591,,,0.0
0.1947222222222222,,,,94.43652565574726,,,0.0
0.21444444444444444,,,,95.58865439859474,,,0.0
0.2338888888888889,,,,95.2320216998816,,,0.0
0.2536111111111111,,,,96.0978354257827,,,0.0
0.2733333333333333,,,,95.74948654675921,,,0.0
0.29305555555555557,,,,94.3356347887847,,,0.0
0.30194444444444446,,,,,,0.00998490277777777,0.0
0.3022222222222222,0.2940150118778837,3.0195568578441403,0.003355108795714891,,0.004771144197763887,,0.0
0.31277777777777777,,,,93.5091138073555,,,0.0
0.3322222222222222,,,,95.09442735705323,,,0.0
0.3461111111111111,,,,,,0.009782694444444436,0.0
0.35194444444444445,,,,93.28853497243556,,,0.0
0.37166666666666665,,,,93.52101406028936,,,0.0
0.3913888888888889,,,,95.22652765822869,,,0.0
0.4111111111111111,,,,93.29080521412759,,,0.0
0.43083333333333335,,,,95.47242650582866,,,0.0
0.4502777777777778,,,,94.24214432541935,,,0.0
0.47,,,,94.55663097136942,,,0.0
0.4897222222222222,,,,94.50414532271702,,,0.0
0.5094444444444445,,,,93.97395700427474,,,0.0
0.5291666666666667,,,,93.24172739860327,,,0.0
0.5488888888888889,,,,92.096436589639,,,0.0
0.5686111111111111,,,,92.77058693101006,,,0.0
0.5708333333333333,,,,,,0.009886458333333318,0.0
0.5883333333333334,,,,93.09463337605635,,,0.0
0.6077777777777778,,,,94.09214706876517,,,0.0
0.6169444444444444,,,,,,0.009684152777777765,0.0
0.6275,,,,92.95090878627033,,,0.0
0.6472222222222223,,,,92.67149543904601,,,0.0
0.6669444444444445,,,,92.92831060672628,,,0.0
0.6866666666666666,,,,91.9047212523959,,,0.0
0.7063888888888888,,,,91.62367135008571,,,0.0
0.7258333333333333,,,,92.02260246125418,,,0.0
0.7455555555555555,,,,90.11589252099013,,,0.0
0.7652777777777777,,,,89.91263402028241,,,0.0
0.7813888888888889,,,,,,0.009790930555555542,0.0
0.785,,,,91.71061501876385,,,0.0
0.8047222222222222,,,,92.00933774007264,,,0.0
0.8244444444444444,,,,91.41751548736231,,,0.0
0.8438888888888889,,,,90.1281499716215,,,0.0
0.8636111111111111,,,,91.17217143638598,,,0.0
0.8833333333333333,,,,90.09250585903176,,,0.0
0.9030555555555555,,,,90.68206449744565,,,0.0
0.9227777777777778,,,,90.18128323724467,,,0.0
0.9425,,,,90.22328537986,,,0.0
0.9591666666666666,,,,,,0.009897041666666651,0.0
0.9619444444444445,,,,90.6544737918145,,,0.0
0.9816666666666667,,,,88.30470549318169,,,0.0
1.0013888888888889,,,,89.88491113539372,,,0.0
1.021111111111111,,,,89.8117140905644,,,0.0
1.0408333333333333,,,,89.46327009030252,,,0.0
1.0605555555555555,,,,86.8460096991452,,,0.0
1.0802777777777777,,,,86.60819653804069,,,0.0
1.0997222222222223,,,,87.26477227936488,,,0.0
1.1194444444444445,,,,87.4358971421672,,,0.0
1.1391666666666667,,,,88.18864970394947,,,0.0
1.1588888888888889,,,,87.90122659644858,,,0.0
1.178611111111111,,,,85.02342053422824,,,0.0
1.1983333333333333,,,,86.93863201932777,,,0.0
1.2180555555555554,,,,84.283068304084,,,0.0
1.2375,,,,86.88611769643593,,,0.0
1.2572222222222222,,,,85.6143666016124,,,0.0
1.2769444444444444,,,,85.38330658806412,,,0.0
1.2966666666666666,,,,83.70345489729581,,,0.0
1.3163888888888888,,,,84.86027020537752,,,0.0
1.336111111111111,,,,83.39846179174496,,,0.0
1.3555555555555556,,,,82.6735837585271,,,0.0
1.3752777777777778,,,,83.57376998020631,,,0.0
1.3866666666666667,,,,,,0.00992523818055554,0.0
1.395,,,,83.91414801167159,,,0.0
1.4144444444444444,,,,81.57230305654991,,,0.0
1.4341666666666666,,,,81.42406149132309,,,0.0
1.4538888888888888,,,,80.2674780656199,,,0.0
1.4736111111111112,,,,81.02001280356052,,,0.0
1.4933333333333334,,,,79.97635500038466,,,0.0
1.5130555555555556,,,,79.9070182733054,,,0.0
1.5325,,,,80.86075948987607,,,0.0
1.5522222222222222,,,,78.99871500599998,,,0.0
1.5719444444444444,,,,80.21855659031571,,,0.0
1.5916666666666666,,,,78.94183648692133,,,0.0
1.611388888888889,,,,78.0557686125603,,,0.0
1.6311111111111112,,,,79.01569524285716,,,0.0
1.6505555555555556,,,,77.7668845666366,,,0.0
1.6702777777777778,,,,75.87549560104178,,,0.0
1.69,,,,77.10643345029115,,,0.0
1.7097222222222221,,,,76.67483057910586,,,0.0
1.7294444444444443,,,,76.48495993516792,,,0.0
1.7491666666666668,,,,75.04510418373287,,,0.0
1.768888888888889,,,,75.16131200010723,,,0.0
1.7883333333333333,,,,73.5702529113403,,,0.0
1.8080555555555555,,,,73.39483379735317,,,0.0
1.8277777777777777,,,,74.24620963227751,,,0.0
1.8475,,,,74.14304246518273,,,0.0
1.8672222222222221,,,,71.72239502269991,,,0.0
1.8869444444444445,,,,71.04062515504835,,,0.0
1.906388888888889,,,,70.81046292875209,,,0.0
1.926111111111111,,,,70.4858828075704,,,0.0
1.9458333333333333,,,,69.19102866003237,,,0.0
1.9655555555555555,,,,68.28558719449195,,,0.0
1.985,,,,69.98390009555006,,,0.0
1.9858333333333333,,,,,,0.009907713833333325,0.0
2.004722222222222,,,,68.64860311683114,,,0.0
2.0244444444444443,,,,68.00714444123287,,,0.0
2.0441666666666665,,,,65.91329355297921,,,0.0
2.063888888888889,,,,67.01697719214133,,,0.0
2.0836111111111113,,,,65.67459065581362,,,0.0
2.1033333333333335,,,,66.22394509695889,,,0.0
2.1180555555555554,1.4154215525316942,1.2101352129122767,0.007308654060765196,,0.027419019240120326,0.009909824652777776,0.0
2.122777777777778,,,,64.51030045561674,,,0.0
2.1425,,,,65.24660571964826,,,0.0
2.1622222222222223,,,,62.488488617175875,,,0.0
2.1661111111111113,,,,,,0.009707421874999995,0.0
2.1819444444444445,,,,63.23586172738189,,,0.0
2.2016666666666667,,,,63.01800330647846,,,0.0
2.221388888888889,,,,62.824579377624616,,,0.0
2.2408333333333332,,,,61.85628424137658,,,0.0
2.2605555555555554,,,,62.156937606915456,,,0.0
2.2802777777777776,,,,60.61133622921588,,,0.0
2.3,,,,58.59076629971018,,,0.0
2.319722222222222,,,,57.82197724066672,,,0.0
2.3394444444444447,,,,58.16598326604601,,,0.0
2.358888888888889,,,,56.86542935344303,,,0.0
2.3777777777777778,,,,,,0.009811838541666684,0.0
2.3786111111111112,,,,56.080646909286564,,,0.0
2.3983333333333334,,,,57.703864928694514,,,0.0
2.4180555555555556,,,,56.3551506403504,,,0.0
2.4297222222222223,,,,,,0.009609241319444463,0.0
2.4375,,,,56.16994170396165,,,0.0
2.457222222222222,,,,56.56979304383396,,,0.0
2.4769444444444444,,,,53.884014896221466,,,0.0
2.4966666666666666,,,,55.9137117792355,,,0.0
2.516388888888889,,,,54.94241595439316,,,0.0
2.536111111111111,,,,55.193287524751696,,,0.0
2.555833333333333,,,,55.7183943441492,,,0.0
2.575277777777778,,,,56.27925792852162,,,0.0
2.595,,,,58.77565059303655,,,0.0
2.5952777777777776,,,,,,0.009715963541666704,0.0
2.6147222222222224,,,,61.46110804538585,,,0.0
2.6344444444444446,,,,63.90833144115643,,,0.0
2.654166666666667,,,,70.29369717161453,,,0.0
2.673611111111111,,,,79.97650338605433,,,0.0
2.6933333333333334,,,,86.47107660677244,,,0.0
2.7130555555555556,,,,92.93142358444094,,,0.0
2.7327777777777778,,,,96.96708518338852,,,0.0
2.7525,,,,97.81346878788496,,,0.0
2.7719444444444443,,,,99.04112785354245,,,0.0
2.7816666666666667,,,,,,0.009821644097222231,0.0
2.7916666666666665,,,,100.0,,,0.0
2.8113888888888887,,,,99.99807063869082,,,0.0
2.831111111111111,,,,100.0,,,0.0
2.8508333333333336,,,,100.0,,,0.0
2.870277777777778,,,,100.0,,,0.0
2.89,,,,100.0,,,0.0
2.9097222222222223,,,,100.0,,,0.0
2.9294444444444445,,,,100.0,,,0.0
2.9491666666666667,,,,100.0,,,0.0
2.968888888888889,,,,100.0,,,0.0
2.988611111111111,,,,100.0,,,0.0
3.0080555555555555,,,,100.0,,,0.0
3.0277777777777777,,,,100.0,,,0.0
3.0475,,,,100.0,,,0.0
3.067222222222222,,,,100.0,,,0.0
3.0869444444444443,,,,100.0,,,0.0
3.106388888888889,,,,100.0,,,0.0
3.1261111111111113,,,,100.0,,,0.0
3.1458333333333335,,,,100.0,,,0.0
3.1655555555555557,,,,100.0,,,0.0
3.185277777777778,,,,100.0,,,0.0
3.205,,,,100.0,,,0.0
3.2244444444444444,,,,100.0,,,0.0
3.2441666666666666,,,,100.0,,,0.0
3.263888888888889,,,,100.0,,,0.0
3.283611111111111,,,,100.0,,,0.0
3.3033333333333332,,,,100.0,,,0.0
3.3230555555555554,,,,100.0,,,0.0
3.3425,,,,100.0,,,0.0
3.362222222222222,,,,100.0,,,0.0
3.3819444444444446,,,,100.0,,,0.0
3.3955555555555557,,,,,,0.009816165847222237,0.0
3.401666666666667,,,,100.0,,,0.0
3.421388888888889,,,,100.0,,,0.0
3.4408333333333334,,,,100.0,,,0.0
3.4605555555555556,,,,100.0,,,0.0
3.480277777777778,,,,100.0,,,0.0
3.5,,,,100.0,,,0.0
3.519722222222222,,,,100.0,,,0.0
3.5394444444444444,,,,100.0,,,0.0
3.5588888888888888,,,,100.0,,,0.0
3.578611111111111,,,,100.0,,,0.0
