,Biomass,Substrate,Acetate,DOTm,Product,Volume,Feed
0.0,,,,,,0.01,0.0
0.13555555555555557,,,,94.48588961742972,,,0.0
0.15527777777777776,,,,94.96768319930595,,,0.0
0.175,,,,94.03561491810306,,,0.0
0.1947222222222222,,,,94.5090963239505,,,0.0
0.21444444444444444,,,,93.2080608216065,,,0.0
0.2338888888888889,,,,92.13812975857425,,,0.0
0.2536111111111111,,,,92.14147688581825,,,0.0
0.2733333333333333,,,,92.26087642992877,,,0.0
0.29305555555555557,,,,91.62370192160333,,,0.0
0.30194444444444446,,,,,,0.00998490277777778,0.0
0.3022222222222222,0.49367547826358005,3.9773058216066657,0.005586568827292306,,0.02752217053040995,,0.0
0.31277777777777777,,,,92.81218156768352,,,0.0
0.3322222222222222,,,,90.82395696972452,,,0.0
0.3461111111111111,,,,,,0.009782694444444448,0.0
0.35194444444444445,,,,91.15892241439738,,,0.0
0.37166666666666665,,,,92.25571183946242,,,0.0
0.3913888888888889,,,,90.75795290818535,,,0.0
0.4111111111111111,,,,91.62684112555807,,,0.0
0.43083333333333335,,,,92.1901364926219,,,0.0
0.4502777777777778,,,,90.39364843763917,,,0.0
0.47,,,,90.56367880830493,,,0.0
0.4897222222222222,,,,89.07459376164758,,,0.0
0.5094444444444445,,,,91.74884446504231,,,0.0
0.5291666666666667,,,,90.73079693647985,,,0.0
0.5488888888888889,,,,90.4681069258189,,,0.0
0.5686111111111111,,,,89.17808289930015,,,0.0
0.5708333333333333,,,,,,0.009886458333333337,0.0
0.5883333333333334,,,,88.00881617748367,,,0.0
0.6077777777777778,,,,89.84711376121457,,,0.0
0.6169444444444444,,,,,,0.00968415277777778,0.0
0.6275,,,,89.43177595354457,,,0.0
0.6472222222222223,,,,88.51076062503674,,,0.0
0.6669444444444445,,,,87.2087546166826,,,0.0
0.6866666666666666,,,,88.51987462920806,,,0.0
0.7063888888888888,,,,86.87437216791051,,,0.0
0.7258333333333333,,,,86.59375046851287,,,0.0
0.7455555555555555,,,,87.19868554669785,,,0.0
0.7652777777777777,,,,87.4985130657941,,,0.0
0.7813888888888889,,,,,,0.009790930555555558,0.0
0.785,,,,86.78304197909556,,,0.0
0.8047222222222222,,,,88.06059107299117,,,0.0
0.8244444444444444,,,,85.99895430209834,,,0.0
0.8438888888888889,,,,84.6893792201029,,,0.0
0.8636111111111111,,,,86.05490643431474,,,0.0
0.8833333333333333,,,,84.9404859865812,,,0.0
0.9030555555555555,,,,84.38399184666663,,,0.0
0.9227777777777778,,,,85.1779866055614,,,0.0
0.9425,,,,85.40472266095357,,,0.0
0.9591666666666666,,,,,,0.009897041666666677,0.0
0.9619444444444445,,,,84.32232603854503,,,0.0
